Name,#,Nation,Team,Year,Matchday,Team 1,Team 2,Min,SoTA,GA,Saves,Saves%,Gls,Ast,PK,Pkatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKWon,PKCon
Tadeu,23,BRA,Goiás,2020,4,Goiás,Fortaleza,90,3,3,0,.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tadeu,23,BRA,Goiás,2020,5,Goiás,Atlético Goianiense,90,4,0,4,1.000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Tadeu,23,BRA,Goiás,2020,7,Goiás,Corinthians,90,5,2,3,.600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tadeu,23,BRA,Goiás,2020,8,Sport Recife,Goiás,90,6,2,4,.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tadeu,23,BRA,Goiás,2020,9,Goiás,Coritiba,90,2,3,0,.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tadeu,23,BRA,Goiás,2020,10,Goiás,Internacional,90,4,0,4,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tadeu,23,BRA,Goiás,2020,11,Flamengo,Goiás,90,12,2,10,.833,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Tadeu,23,BRA,Goiás,2020,12,Ceará,Goiás,90,5,2,3,.600,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Tadeu,23,BRA,Goiás,2020,13,Goiás,Santos,90,4,3,2,.500,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Tadeu,23,BRA,Goiás,2020,14,Goiás,Fluminense,90,5,4,1,.200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Tadeu,23,BRA,Goiás,2020,15,Atlético Mineiro,Goiás,90,10,3,8,.800,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Tadeu,23,BRA,Goiás,2020,16,Goiás,Bahia,90,3,1,2,.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tadeu,23,BRA,Goiás,2020,17,Botafogo (RJ),Goiás,90,6,0,6,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tadeu,23,BRA,Goiás,2020,18,Bragantino,Goiás,90,3,2,2,.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
