Name,#,Nation,Team,Year,Matchday,Team 1,Team 2,Min,SoTA,GA,Saves,Saves%,Gls,Ast,PK,Pkatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKWon,PKCon
Vladimir,1,BRA,Santos,2020,1,Santos,Bragantino,90,6,1,5,.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vladimir,1,BRA,Santos,2020,2,Internacional,Santos,90,7,2,5,.714,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vladimir,1,BRA,Santos,2020,3,Santos,Atlético Paranaense,35,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
