Name,#,Nation,Team,Year,Matchday,Team 1,Team 2,Min,SoTA,GA,Saves,Saves%,Gls,Ast,PK,Pkatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKWon,PKCon
"Rangel, Marcelo",88,BRA,Goiás,2020,2,Atlético Paranaense,Goiás,90,4,2,2,.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rangel, Marcelo",88,BRA,Goiás,2020,3,Palmeiras,Goiás,90,3,1,2,.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rangel, Marcelo",88,BRA,Goiás,2020,10,Goiás,Internacional,,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
