Name,#,Nation,Team,Year,Matchday,Team 1,Team 2,Min,Gls,Ast,PK,Pkatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKWon,PKCon
"Silveira, Miguel",30,BRA,Fluminense,2020,1,Grêmio,Fluminense,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
