Name,#,Nation,Team,Year,Matchday,Team 1,Team 2,Min,Gls,Ast,PK,Pkatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKWon,PKCon
"Dias Acosta, Ricardo",8,BRA,Ceará,2020,1,Sport Recife,Ceará,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dias Acosta, Ricardo",8,BRA,Ceará,2020,4,Ceará,Vasco da Gama,61,0,0,0,0,0,0,0,0,2,0,0,6,1,0,0,0,0
"Dias Acosta, Ricardo",8,BRA,Ceará,2020,5,Ceará,Bahia,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dias Acosta, Ricardo",8,BRA,Ceará,2020,9,Internacional,Ceará,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
