Year,Matchday,T1,T2,FTG_T1,FTG_T2,FR,HTG_T1,HTG_T2,HTR,G_0_15_T1,G_16_30_T1,G_31_HT_T1,G_46_60_T1,G_61_75_T1,G_76_FT_T1,G_0_15_T2,G_16_30_T2,G_31_HT_T2,G_46_60_T2,G_61_75_T2,G_76_FT_T2,Form_T1,Form_T2,Coach_T1,Coach_T2,BP_T1,BP_T2,PA_T1,PA_T2,PA%_T1,PA%_T2,SonT_T1,SonT_T2,SonT%_T1,SonT%_T2,Sav_T1,Sav_T2,Sav%_T1,Sav%_T2,Fls_T1,Fls_T2,Crn_T1,Crn_T2,Crs_T1,Crs_T2,Tch_T1,Tch_T2,Tck_T1,Tck_T2,Int_T1,Int_T2,Arl_T1,Arl_T2,Clr_T1,Clr_T2,Off_T1,Off_T2,GK_T1,GK_T2,Thr_T1,Thr_T2,LB_T1,LB_T2,YC_T1,2YC_T1,RC_T1,YC_T2,2YC_T2,RC_T2,Std,Ref,Ass1,Ass2,4thRef
2020,11,Fortaleza,Internacional,1,0,H,0,0,D,0,0,0,0,1,0,0,0,0,0,0,0,4-2-3-1,4-4-2&#9670;,Rogério Ceni,Eduardo Coudet,42%,58%,232/305,357/421,76%,85%,3/12,1/11,25%,9%,1/1,2/3,100%,66%,9,20,3,7,14,23,465,585,9,15,5,7,22,18,15,19,2,2,13,8,18,23,63,41,1,0,0,3,0,0,Estádio Castelão,Marielson Alves Silva,Alessandro Álvaro Rocha de Matos,Jucimar dos Santos Dias,Luciano da Silva Miranda
2020,11,Atlético Goianiense,Atlético Mineiro,3,4,A,1,0,H,0,1,0,1,0,1,0,0,0,2,1,1,4-2-3-1,4-3-3,Vágner Mancini,Jorge Sampaoli,44%,56%,273/360,394/468,76%,84%,9/15,8/14,60%,57%,4/8,6/9,50%,66%,16,14,6,4,20,20,529,650,13,9,17,9,15,9,20,9,1,4,7,9,13,20,74,53,2,0,0,0,0,0,Estádio Olímpico Pedro Ludovico Teixeira,Edina Alves Batista,Neuza Inês Back,Evandro de Melo Lima,Breno Vieira Souza
2020,11,Grêmio,Palmeiras,1,1,D,0,0,D,0,0,0,0,0,1,0,0,0,0,1,0,4-5-1,4-3-2-1,Renato Gaúcho,Vanderlei Luxemburgo,64%,37%,504/587,257/337,86%,76%,2/13,2/9,15%,22%,1/2,1/2,50%,50%,21,21,6,3,19,10,753,503,14,18,5,17,14,12,11,14,0,2,6,5,23,9,33,55,2,0,0,3,0,0,Arena do Grêmio,Rodrigo D'Alonso Ferreira,Henrique Neu Ribeiro,Eder Alexandre,Eleno Gonzalez Todeschini
2020,11,Coritiba,Vasco da Gama,1,0,H,0,0,D,0,0,0,0,0,1,0,0,0,0,0,0,4-2-3-1,4-2-3-1,Jorginho,Ramon Menezes,54%,46%,423/493,356/418,86%,85%,2/11,3/11,18%,27%,3/3,1/2,100%,50%,14,15,6,6,20,20,661,590,21,12,9,12,15,10,15,14,3,0,10,10,23,16,61,57,1,0,0,2,0,0,Estádio Major Antônio Couto Pereira,Luiz Flávio de Oliveira,Danilo Manis,Luiz Alberto Andrini Nogueira,Murilo Ugolini Klein
2020,11,Botafogo (RJ),Santos,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0,RJ,4-3-3,Paulo Autuori,Cuca,44%,56%,246/320,347/415,77%,84%,1/7,6/21,14%,29%,6/6,0/1,100%,0%,15,13,8,10,25,26,504,608,7,16,14,18,13,12,23,17,0,1,12,11,20,20,62,42,4,0,0,2,0,0,Estádio Nilton Santos,Jose Mendonca da Silva Junior,Ivan Carlos Bohn,Sidmar dos Santos Meurer,Felipe da Silva Gonçalves
2020,11,Sport Recife,Fluminense,1,0,H,1,0,H,1,0,0,0,0,0,0,0,0,0,0,0,4-3-3,4-4-2&#9670;,Jair Ventura,Odair Hellmann,26%,74%,170/249,613/696,68%,88%,3/8,5/19,38%,26%,5/5,2/3,100%,66%,10,9,5,8,12,28,440,902,20,16,14,13,14,13,31,5,3,3,12,6,14,29,54,47,0,0,0,1,0,0,Estádio Adelmar da Costa Carvalho,Leandro Pedro Vuaden,Jorge Eduardo Bernardi,José Eduardo Calza,Luciano Silva
2020,12,Sport Recife,Corinthians,1,0,H,1,0,H,0,0,1,0,0,0,0,0,0,0,0,0,4-2-3-1,4-2-3-1,Jair Ventura,Dyego Rocha Coelho,47%,53%,370/448,420/485,83%,87%,2/9,2/16,22%,13%,2/2,1/2,100%,50%,11,15,3,8,15,32,636,691,19,10,11,11,11,20,24,9,1,2,9,4,24,29,59,45,3,0,0,4,0,0,Estádio Adelmar da Costa Carvalho,Wilton Sampaio,Rodrigo Figueiredo Henrique Correa,Eduardo Goncalves da Cruz,Diego Fernando Silva de Lima
2020,12,Atlético Paranaense,Bahia,1,0,H,0,0,D,0,0,0,0,1,0,0,0,0,0,0,0,4-3-3,4-4-2,Eduardo Maciel de Barros,Mano Menezes,56%,45%,446/529,331/407,84%,81%,3/13,4/14,23%,29%,4/4,3/3,100%,100%,20,11,1,6,11,21,675,581,14,8,14,15,15,10,16,5,2,4,3,9,16,25,67,58,4,0,0,1,0,0,Estádio Joaquim Américo Guimarães,Ricardo Marques Ribeiro,Guilherme Dias Camilo,Felipe Alan Costa de Oliveira,Luiz Alexandre Fernandes
2020,12,Internacional,São Paulo,1,1,D,1,1,D,0,1,0,0,0,0,0,1,0,0,0,0,4-2-3-1,4-2-3-1,Eduardo Coudet,Fernando Diniz,42%,58%,301/390,442/530,77%,83%,1/4,6/18,25%,33%,5/6,0/1,83%,0%,16,16,1,4,12,26,554,721,12,9,16,13,14,17,25,8,3,0,11,1,14,22,82,48,2,0,1,0,0,0,Estádio José Pinheiro Borba,Marcelo de Lima Henrique,Michael Correia,Carlos Henrique Alves de Lima Filho,Douglas Schwengber da Silva
2020,12,Atlético Mineiro,Grêmio,3,1,H,1,0,H,1,0,0,1,1,0,0,0,0,1,0,0,4-2-3-1,4-2-3-1,Jorge Sampaoli,Renato Gaúcho,53%,47%,390/471,333/410,83%,81%,6/20,4/9,30%,44%,3/4,3/6,75%,50%,20,11,9,4,26,20,640,605,13,10,22,17,13,6,7,23,0,0,5,8,21,23,54,44,1,0,0,1,0,0,Estádio Raimundo Sampaio,Caio Max Augusto Vieira,Danilo Manis,Vinícius Melo de Lima,Ronei Candido Alves
2020,12,Vasco da Gama,Bragantino,1,1,D,0,0,D,0,0,0,1,0,0,0,0,0,1,0,0,4-2-3-1,4-3-3,Ramon Menezes,Maurício Barbieri,58%,42%,460/513,301/362,90%,83%,1/11,3/12,9%,25%,2/3,0/1,66%,0%,9,16,2,5,14,22,703,530,18,24,12,10,11,8,14,13,4,1,12,5,21,16,42,44,2,0,0,1,0,0,Estádio Club de Regatas Vasco da Gama,Rodolpho Toski Marques,Bruno Boschilia,Sidmar dos Santos Meurer,Pathrice Wallace Correa Maia
2020,12,Atlético Goianiense,Botafogo (RJ),1,1,D,0,1,A,0,0,0,1,0,0,0,0,1,0,0,0,4-2-3-1,RJ,Vágner Mancini,Paulo Autuori,53%,47%,339/406,290/358,83%,81%,2/10,5/16,20%,31%,4/5,1/2,80%,50%,16,12,7,5,31,23,588,548,8,11,14,12,16,12,16,19,2,0,7,14,17,20,41,59,2,0,0,3,0,0,Estádio Olímpico Pedro Ludovico Teixeira,Leandro Pedro Vuaden,Jorge Eduardo Bernardi,José Eduardo Calza,Rubens Paulo dos Santos
2020,12,Ceará,Goiás,2,2,D,0,1,A,0,0,0,1,1,0,1,0,0,0,0,1,4-2-3-1,4-1-4-1,Guto Ferreira,Thiago Larghi,60%,40%,328/414,201/284,79%,71%,5/19,7/10,26%,70%,5/7,3/5,71%,60%,14,14,11,7,34,16,600,447,10,8,13,14,23,21,17,24,8,3,3,11,29,16,59,57,3,0,0,4,0,0,Estádio Castelão,Ramon Abatti Abel,Kleber Lucio Gil,Johnny Barros de Oliveira,Leo Simão Holanda
2020,12,Santos,Fortaleza,1,1,D,1,0,H,0,0,1,0,0,0,0,0,0,1,0,0,4-1-4-1,4-2-3-1,Cuca,Rogério Ceni,55%,46%,358/415,313/368,86%,85%,6/15,3/12,40%,25%,2/3,5/6,66%,83%,12,19,9,5,34,10,576,528,13,12,13,16,11,9,6,22,1,2,7,8,9,17,42,40,1,0,0,1,0,0,Estádio Urbano Caldeira,Heber Roberto Lopes,Alex dos Santos,Thiago Americano Labes,Lucas Canetto Bellote
2020,12,Fluminense,Coritiba,4,0,H,1,0,H,1,0,0,0,2,1,0,0,0,0,0,0,4-2-3-1,4-2-3-1,Odair Hellmann,Jorginho,44%,57%,344/409,462/532,84%,87%,7/15,1/10,47%,10%,1/1,3/7,100%,42%,16,19,5,4,17,19,573,697,10,10,8,10,15,13,22,9,0,3,6,3,17,18,54,51,1,0,0,1,0,1,Estadio Jornalista Mário Filho,Vinicius Gonçalves Dias Araujo,Daniel Luis Marques,Daniel Paulo Ziolli,Philip Georg Bennett
2020,13,Grêmio,Internacional,1,1,D,0,0,D,0,0,0,1,0,0,0,0,0,0,1,0,4-1-4-1,4-3-1-2,Renato Gaúcho,Eduardo Coudet,47%,53%,298/385,350/443,77%,79%,5/14,2/9,36%,22%,1/2,4/5,50%,80%,14,16,5,5,16,14,553,594,12,13,14,11,16,16,12,13,1,1,8,7,23,15,61,67,1,1,0,1,0,1,Arena do Grêmio,Raphael Claus,Neuza Inês Back,Alex Ang Ribeiro,Roger Goulart
2020,13,Palmeiras,Ceará,2,1,H,1,1,D,1,0,0,0,0,1,0,1,0,0,0,0,4-2-3-1,4-2-3-1,Vanderlei Luxemburgo,Guto Ferreira,64%,36%,465/542,234/311,86%,75%,11/27,7/13,41%,54%,6/7,9/11,85%,81%,10,19,9,4,24,12,732,494,18,5,9,11,14,8,10,25,1,0,9,12,28,26,61,61,1,0,0,4,0,0,Allianz Parque,Bruno Arleu de Araujo,Michael Correia,Luiz Claudio Regazzone,Rafael Gomes Felix da Silva
2020,13,Bragantino,Corinthians,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0,4-2-3-1,4-2-3-1,Maurício Barbieri,Dyego Rocha Coelho,40%,60%,298/368,476/556,81%,86%,2/10,4/12,20%,33%,4/4,2/2,100%,100%,18,13,3,8,14,25,556,747,15,20,12,12,6,8,19,11,1,1,8,10,26,24,50,50,1,0,0,2,0,0,Estádio Nabi Abi Chedid,Edina Alves Batista,Danilo Manis,Evandro de Melo Lima,Ilbert Estevam Da Silva
2020,13,Botafogo (RJ),Fluminense,1,1,D,0,1,A,0,0,0,0,1,0,0,0,1,0,0,0,RJ,4-2-3-1,Bruno Amorim Lazaroni,Odair Hellmann,51%,49%,308/383,290/366,80%,79%,6/17,5/8,35%,63%,5/5,5/6,100%,83%,20,22,7,4,22,15,572,551,15,15,9,11,21,20,13,31,0,1,6,10,18,14,49,49,0,0,0,1,0,0,Estádio Nilton Santos,Anderson Daronco,Rafael da Silva Alves,Leirson Peng Martins,Daniel Victor Costa Silva
2020,13,Flamengo,Atlético Paranaense,3,1,H,0,0,D,0,0,0,2,0,1,0,0,0,0,1,0,4-2-3-1,4-3-3,Domènec Torrent,Eduardo Maciel de Barros,54%,46%,379/446,301/376,85%,80%,7/13,3/10,54%,30%,2/3,4/7,66%,57%,18,22,4,5,18,14,630,544,15,22,14,15,7,7,9,12,2,2,5,9,15,20,48,51,3,0,0,4,0,0,Estadio Jornalista Mário Filho,Rodrigo D'Alonso Ferreira,Henrique Neu Ribeiro,Eder Alexandre,Rafael Martins de Sá
2020,13,Coritiba,São Paulo,1,1,D,1,0,H,1,0,0,0,0,0,0,0,0,0,1,0,4-2-3-1,4-4-2,Jorginho,Fernando Diniz,24%,76%,140/219,593/668,64%,89%,1/3,5/19,33%,26%,4/5,0/1,80%,0%,13,12,2,11,6,44,379,850,16,11,11,1,12,26,46,10,0,2,10,4,10,26,67,56,2,0,0,3,0,0,Estádio Major Antônio Couto Pereira,Wagner do Nascimento Magalhaes,Rodrigo Figueiredo Henrique Correa,Thiago Henrique Neto Correa Farinha,Cristian Eduardo Gorski da Luz
2020,13,Bahia,Sport Recife,1,2,A,0,1,A,0,0,0,0,0,1,0,0,1,1,0,0,4-4-2,4-2-3-1,Mano Menezes,Jair Ventura,59%,41%,401/486,261/361,83%,72%,11/23,2/5,48%,40%,0/2,10/11,0%,90%,15,13,11,0,39,4,696,548,14,17,17,16,19,25,3,34,2,0,4,7,32,18,51,60,2,0,0,3,0,0,Estádio Governador Roberto Santos,Rafael Traci,Kleber Lucio Gil,Helton Nunes,Ricarle Gonçalves Batista
2020,13,Fortaleza,Atlético Goianiense,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0,4-2-3-1,4-2-3-1,Rogério Ceni,Vágner Mancini,59%,41%,440/516,271/347,85%,78%,4/15,2/7,27%,29%,2/2,4/4,100%,100%,8,14,8,1,26,21,663,491,8,13,3,13,15,16,12,18,1,0,6,7,16,16,67,63,5,0,0,4,0,0,Estádio Castelão,Jose Mendonca da Silva Junior,Bruno Boschilia,Ivan Carlos Bohn,Alexandre de Souza Peixoto
2020,13,Goiás,Santos,2,3,A,1,1,D,1,0,0,0,0,1,0,1,0,1,0,1,4-1-4-1,4-1-4-1,Enderson Moreira,Cuca,55%,45%,319/384,251/321,83%,78%,4/14,4/10,29%,40%,2/4,2/4,50%,50%,16,15,2,4,18,11,543,460,13,6,10,5,9,8,6,17,4,0,4,12,22,20,47,64,4,1,0,2,0,1,Estádio de Hailé Pinheiro,Marielson Alves Silva,Alessandro Álvaro Rocha de Matos,Jucimar dos Santos Dias,Anderson Ribeiro Gonçalves
2020,13,Atlético Mineiro,Vasco da Gama,4,1,H,4,1,H,1,2,1,0,0,0,1,0,0,0,0,0,4-1-4-1,4-2-3-1,Jorge Sampaoli,Ramon Menezes,55%,45%,1/2,0/0,50%,%,4/4,1/1,100%,100%,0/1,0/4,0%,0%,16,15,2,4,18,11,6,1,13,6,10,5,9,8,6,17,4,0,4,12,22,20,47,64,3,0,0,3,1,0,Estádio Raimundo Sampaio,Leandro Pedro Vuaden,Jorge Eduardo Bernardi,José Eduardo Calza,Michel Patrick Costa Guimarães
