Name,#,Nation,Pos,Year,Team,Matchday,Team 1,Team 2,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG
Paulão,25,br  BRA,CB,2020,Fortaleza,Matchweek 1,Fortaleza,Atlético Paranaense,90,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
