Name,#,Nation,Pos,Year,Team,Matchday,Team 1,Team 2,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG
Lucas Veríssimo,28,br  BRA,CB,2020,Santos,Matchweek 1,Santos,Bragantino,90,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
