Name,#,Nation,Pos,Year,Team,Matchday,Team 1,Team 2,Min,SoTA,GA,Saves,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG
Diego Alves,1,br  BRA,GK,2020,Flamengo,Matchweek 1,Flamengo,Atlético Mineiro,90,5,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
