Name,#,Nation,Pos,Year,Team,Matchday,Team 1,Team 2,Min,SoTA,GA,Saves,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG
Felipe Alves Raymundo,12,br  BRA,GK,2020,Fortaleza,Matchweek 1,Fortaleza,Atlético Paranaense,90,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
