Name,#,Nation,Pos,Year,Team,Matchday,Team 1,Team 2,Min,SoTA,GA,Saves,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG
Cleiton Schwengber,40,br  BRA,GK,2020,Bragantino,Matchweek 1,Santos,Bragantino,90,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
