Name,#,Nation,Pos,Year,Team,Matchday,Team 1,Team 2,Min,SoTA,GA,Saves,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG
Jandrei,93,br  BRA,GK,2020,Atlético Paranaense,Matchweek 1,Fortaleza,Atlético Paranaense,90,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
