Name,#,Nation,Pos,Year,Team,Matchday,Team 1,Team 2,Min,SoTA,GA,Saves,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG
Rafael Pires,32,br  BRA,GK,2020,Atlético Mineiro,Matchweek 1,Flamengo,Atlético Mineiro,90,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
