Name,#,Nation,Pos,Year,Team,Matchday,Team 1,Team 2,Min,SoTA,GA,Saves,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG
Vanderlei,27,br  BRA,GK,2020,Grêmio,Matchweek 1,Grêmio,Fluminense,90,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
