Name,#,Nation,Pos,Year,Team,Matchday,Team 1,Team 2,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG
Maicon Souza,8,br  BRA,DM,2020,Grêmio,Matchweek 1,Grêmio,Fluminense,82,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0
