Name,#,Nation,Pos,Year,Team,Matchday,Team 1,Team 2,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG
Rodrigo Lindoso,19,br  BRA,DM,2020,Internacional,Matchweek 1,Coritiba,Internacional,90,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
